,industry,corp_name,stock_code,공시날짜,시계열,ROE,영업이익률,순이익률,매출총이익률,부채비율,유동비율,고정비율,매출액_증감률,영업이익_증감률
2112,의약품,종근당,185750,20230316,2022-4분기,12.87287879875549,7.384468602604244,5.373622959807571,36.45934396710429,81.05632000566564,190.697543912157,66.19592492382772,287.7006113746421,179.50437082170896
2113,의약품,종근당,185750,20230515,2023-1분기,5.6296383422906215,8.623739827920948,9.881747203715417,37.09858946659328,82.34927964680463,184.3268495584418,66.13598957886444,-75.46387250225082,-71.34618734100049
2114,의약품,종근당,185750,20231114,2023-2분기,6.2966510105835924,11.36334909546825,10.89963986530507,36.45121538562547,72.90308463227304,210.02033710375883,64.58602907388091,8.441019658744576,42.89080923582631
2115,의약품,종근당,185750,20231114,2023-3분기,-6.323998152484325,13.809016860254802,-11.456106463233946,37.12135102054974,73.75387064654842,167.86641436096764,61.52249078156971,1.919162840967048,23.854633544194037
2116,의약품,종근당,185750,20240320,2023-4분기,-26.18842987365672,14.771714388403018,-12.795135976997724,39.667066011740744,71.9430872878187,185.07036635866314,55.88982817068909,313.621204838382,342.45686457558435
2117,의약품,종근당,185750,20240516,2024-1분기,-3.226717590775448,8.5289486193714,-7.377137115700605,36.66093133647947,71.18428535130492,190.37300524106303,55.46673280983436,-78.3453935545705,-87.49698099424572
2118,의약품,종근당,185750,20240814,2024-2분기,-6.289972676594583,9.032152300139616,-13.8708574576237,35.45622249887853,67.7689388268664,198.53632838924287,54.067066571737776,9.764814579172443,16.240883457067888
2119,의약품,종근당,185750,20241114,2024-3분기,-2.419351130936762,-6.3049659476889826,-5.249355760946987,31.21144872832286,63.188083766476666,254.0632301873152,53.31308586008028,4.022157146385341,-172.6134964091531
2120,의약품,한미약품,128940,20200515,2020-1분기,-1.3887927942374139,-9.973449624394085,-3.9998442965152794,56.97412569699619,137.83245225554307,140.77612826374406,149.8426589433813,0.0,0.0
2121,의약품,한미약품,128940,20200814,2020-2분기,-0.6927720326039524,-4.356332685868757,-2.3740230355242775,53.306136534503366,136.53714280233825,116.6000792746535,152.25168198798272,-15.541236845118512,-63.109005971240286
2122,의약품,한미약품,128940,20201116,2020-3분기,11.794881879478707,-12.094268428032501,35.70239202271731,47.35383036192602,141.00793326650083,120.74685604908677,157.46853302639886,9.663490967951315,204.45326198887983
2123,의약품,한미약품,128940,20210318,2020-4분기,2.078368012559368,4.552339268578334,1.6070748595064368,53.99618905981317,126.235591527235,115.16952822283584,152.38210867074815,303.0412125889268,-251.70659968744235
2124,의약품,한미약품,128940,20210517,2021-1분기,2.722355265541954,11.07954798014176,8.593140036475829,54.10667515056452,127.3101241715548,122.3404847746694,147.49400823903758,-74.87419249895432,-38.84845277918434
2125,의약품,한미약품,128940,20210817,2021-2분기,0.9534659638856435,5.678757861421303,2.959934102976295,50.627087756483014,122.11920713106879,106.60685411073958,143.80119919868892,3.326107222657937,-47.040804847597975
2126,의약품,한미약품,128940,20211115,2021-3분기,3.0984474172356333,12.168667076015481,9.269907182191018,52.90959902073029,114.84283069077739,107.15640580555315,137.02728723445318,8.512497001507292,132.52487283688868
