종목명,베타 값
현대오토에버,1.0870184913630108
현대위아,0.9200680663837147
현대제철,0.92519429210623
현대지에프홀딩스,0.7155159620931281
현대차,1.1885304080668797
현대차2우B,1.055369336485641
현대차3우B,0.8797776104124727
현대차우,0.9552976798404509
현대차증권,0.5852167269174382
현대코퍼레이션,0.86114957674734
현대코퍼레이션홀딩스,0.21829047311897093
현대퓨처넷,0.2812668110833536
현대해상,0.7238395642654142
현대홈쇼핑,0.2570690037036393
형지엘리트,0.6261821432898325
혜인,0.7759593510327285
호전실업,0.4688994581150028
호텔신라,0.5747324509406025
호텔신라우,0.47461564545679874
화성산업,0.11611419787359287
화승알앤에이,0.8383655789744948
화승엔터프라이즈,0.6468279530160193
화승인더,0.47860794181437716
화승코퍼레이션,0.695328059839573
화신,1.51756855237362
화인베스틸,0.7002027586293815
화천기계,1.0184984828276913
화천기공,0.5971397489828518
환인제약,0.39823194168961
황금에스티,0.6162235304508261
효성,0.644447533421749
효성ITX,0.34633643283899423
효성중공업,0.9942988924363384
효성첨단소재,0.8287831023598083
효성티앤씨,0.6261180062333032
효성화학,1.1266123034081545
후성,1.1583179704603181
휠라홀딩스,0.5232665329408753
휴니드,-0.7195390942795663
휴비스,0.751358930330766
휴스틸,0.8641103654071891
흥국화재,1.213116603809046
흥국화재우,0.840954936226205
흥아해운,0.3357209416359374
에코프로머티,1.6021828674465053
동인기연,0.6097502563331839
DS단석,1.2584677300888565
LS에코에너지,1.3246046502781055
포스코DX,1.421125100507556
주성코퍼레이션,0.0
엘앤에프,1.3289351870353228
에이피알,0.5834635325794629
스타리츠,1.3167467249943277
한화엔진,1.005433125841532
SK이터닉스,1.8048704167697707
삼성E&A,0.9100751198993452
일성아이에스,0.5000280919097302
HD현대미포,0.8680351021850774
롯데이노베이트,1.121071030690393
성안머티리얼스,0.25175615727881506
콜마홀딩스,0.7351172517568729
TP,0.7911351274374453
에스제이지세종,1.1033779552825294
코오롱ENP,1.292362145843879
HD현대마린솔루션,1.266108157231482
모나용평,0.7143611683063489
파라다이스,0.8105281197285389
스타에스엠리츠,0.8224565027436476
신한글로벌액티브리츠,0.41912725098099934
HS화성,0.2795481478178346
시프트업,1.2659383587218067
산일전기,1.723052582757835
에이치에스효성,0.6227640479100147
HS효성,0.6841164869812164
HD현대마린엔진,0.28518336095501895
전진건설로봇,0.8998300460450316
메타케어,0.5602177654387142
SJG세종,0.8378676547257553
한화인더스트리얼솔루션즈,3.46953358073201
HS효성첨단소재,1.361320080707069
아진전자부품,0.12910790599146574
온타이드,1.2836741277482753
더본코리아,-3.3250891469324317
